Date,Time,Open,High,Low,Close,Value
2022.06.24,16:00,1.22834,1.23212,1.22646,1.22688,36723
2022.06.24,20:00,1.22686,1.22872,1.22502,1.22714,9544
2022.06.27,00:00,1.22494,1.22960,1.22494,1.22698,6444
2022.06.27,04:00,1.22700,1.22902,1.22659,1.22842,15097
2022.06.27,08:00,1.22841,1.23324,1.22642,1.23174,19635
2022.06.27,12:00,1.23174,1.23193,1.22379,1.22554,19857
2022.06.27,16:00,1.22555,1.23134,1.22552,1.22911,30680
2022.06.27,20:00,1.22911,1.22919,1.22618,1.22652,17483
2022.06.28,00:00,1.22643,1.22800,1.22604,1.22717,7174
2022.06.28,04:00,1.22716,1.22836,1.22608,1.22671,17975
2022.06.28,08:00,1.22674,1.22914,1.22514,1.22840,23529
2022.06.28,12:00,1.22840,1.22846,1.22106,1.22132,23099
2022.06.28,16:00,1.22132,1.22259,1.21852,1.21937,35171
2022.06.28,20:00,1.21939,1.22000,1.21808,1.21817,19096
2022.06.29,00:00,1.21810,1.22028,1.21752,1.21915,17357
2022.06.29,04:00,1.21915,1.22126,1.21885,1.21968,17978
2022.06.29,08:00,1.21971,1.22118,1.21654,1.21746,26095
2022.06.29,12:00,1.21746,1.21899,1.21417,1.21532,29241
2022.06.29,16:00,1.21532,1.21765,1.21058,1.21219,39753
2022.06.29,20:00,1.21219,1.21380,1.21134,1.21205,14347
2022.06.30,00:00,1.21197,1.21324,1.21055,1.21261,12067
2022.06.30,04:00,1.21262,1.21415,1.21070,1.21311,12094
2022.06.30,08:00,1.21312,1.21658,1.21247,1.21426,26702
2022.06.30,12:00,1.21425,1.21426,1.20919,1.21227,24519
2022.06.30,16:00,1.21222,1.21881,1.21214,1.21774,37800
2022.06.30,20:00,1.21774,1.21884,1.21639,1.21778,17542
2022.07.01,00:00,1.21725,1.21774,1.21488,1.21536,7434
2022.07.01,04:00,1.21536,1.21571,1.21110,1.21191,18912
2022.07.01,08:00,1.21191,1.21387,1.20931,1.21013,26531
2022.07.01,12:00,1.21012,1.21174,1.20040,1.20072,28302
2022.07.01,16:00,1.20072,1.20635,1.19758,1.20456,39710
2022.07.01,20:00,1.20453,1.21070,1.20367,1.20932,12715
2022.07.04,00:00,1.20970,1.21208,1.20947,1.21056,9775
2022.07.04,04:00,1.21056,1.21086,1.20839,1.20927,18781
2022.07.04,08:00,1.20927,1.21269,1.20909,1.21222,17538
2022.07.04,12:00,1.21222,1.21652,1.21079,1.21533,19169
2022.07.04,16:00,1.21533,1.21610,1.20958,1.21113,17440
2022.07.04,20:00,1.21109,1.21130,1.20966,1.21040,4922
2022.07.05,00:00,1.21064,1.21180,1.20963,1.21103,12049
2022.07.05,04:00,1.21104,1.21221,1.20976,1.21127,12461
2022.07.05,08:00,1.21123,1.21254,1.20427,1.20439,26182
2022.07.05,12:00,1.20439,1.20568,1.19597,1.19695,33249
2022.07.05,16:00,1.19696,1.19725,1.18986,1.19241,36365
2022.07.05,20:00,1.19242,1.19594,1.19170,1.19561,16130
2022.07.06,00:00,1.19541,1.19648,1.19248,1.19643,8809
2022.07.06,04:00,1.19643,1.19719,1.19266,1.19350,18873
2022.07.06,08:00,1.19350,1.19896,1.19109,1.19600,27232
2022.07.06,12:00,1.19601,1.19634,1.18757,1.18973,34668
2022.07.06,16:00,1.18971,1.19407,1.18859,1.19096,46031
2022.07.06,20:00,1.19096,1.19449,1.19080,1.19226,23909
2022.07.07,00:00,1.19192,1.19298,1.19082,1.19251,10638
2022.07.07,04:00,1.19254,1.19531,1.19146,1.19475,12331
2022.07.07,08:00,1.19477,1.19943,1.19334,1.19693,25663
2022.07.07,12:00,1.19694,1.20237,1.19551,1.19640,31779
2022.07.07,16:00,1.19639,1.20142,1.19481,1.20081,32475
2022.07.07,20:00,1.20087,1.20297,1.19964,1.20208,11577
2022.07.08,00:00,1.20194,1.20515,1.20106,1.20495,8184
2022.07.08,04:00,1.20495,1.20561,1.19962,1.20142,18497
2022.07.08,08:00,1.20143,1.20144,1.19192,1.19349,27730
2022.07.08,12:00,1.19349,1.20299,1.19278,1.19867,33166
2022.07.08,16:00,1.19868,1.20485,1.19716,1.20192,33957
2022.07.08,20:00,1.20192,1.20351,1.20119,1.20333,11855
2022.07.11,00:00,1.19989,1.20363,1.19989,1.20081,9892
2022.07.11,04:00,1.20083,1.20091,1.19765,1.19877,10676
2022.07.11,08:00,1.19877,1.19894,1.19534,1.19665,19801
2022.07.11,12:00,1.19664,1.19774,1.19074,1.19231,25126
2022.07.11,16:00,1.19231,1.19232,1.18665,1.18831,36474
2022.07.11,20:00,1.18828,1.19096,1.18803,1.18912,15161
2022.07.12,00:00,1.18906,1.19099,1.18838,1.18922,11474
2022.07.12,04:00,1.18923,1.18934,1.18596,1.18642,22135
2022.07.12,08:00,1.18644,1.18737,1.18075,1.18300,33164
2022.07.12,12:00,1.18299,1.18823,1.18128,1.18591,31178
2022.07.12,16:00,1.18587,1.19160,1.18587,1.19105,33549
2022.07.12,20:00,1.19104,1.19131,1.18818,1.18861,12724
2022.07.13,00:00,1.18832,1.18903,1.18740,1.18789,9296
2022.07.13,04:00,1.18789,1.19190,1.18698,1.19012,16303
2022.07.13,08:00,1.19012,1.19364,1.18764,1.18905,29643
2022.07.13,12:00,1.18904,1.19471,1.18272,1.18556,33125
2022.07.13,16:00,1.18557,1.19675,1.18431,1.19213,44323
2022.07.13,20:00,1.19214,1.19327,1.18864,1.18892,16792
2022.07.14,00:00,1.18863,1.18919,1.18499,1.18573,11888
2022.07.14,04:00,1.18574,1.18836,1.18460,1.18604,17996
2022.07.14,08:00,1.18604,1.18752,1.18235,1.18422,26859
2022.07.14,12:00,1.18422,1.18770,1.18109,1.18114,34939
2022.07.14,16:00,1.18118,1.18424,1.17600,1.17794,51201
2022.07.14,20:00,1.17795,1.18382,1.17775,1.18239,22197
2022.07.15,00:00,1.18210,1.18414,1.18174,1.18266,8613
2022.07.15,04:00,1.18266,1.18517,1.18254,1.18310,19191
2022.07.15,08:00,1.18310,1.18453,1.18042,1.18274,26396
2022.07.15,12:00,1.18273,1.18532,1.18070,1.18470,32288
2022.07.15,16:00,1.18472,1.18747,1.18138,1.18553,37890
2022.07.15,20:00,1.18555,1.18702,1.18492,1.18632,9309
2022.07.18,00:00,1.18656,1.18904,1.18612,1.18827,8509
2022.07.18,04:00,1.18828,1.19064,1.18811,1.18860,12581
2022.07.18,08:00,1.18860,1.19658,1.18782,1.19460,24664
2022.07.18,12:00,1.19459,1.19917,1.19418,1.19793,27765
2022.07.18,16:00,1.19793,1.20334,1.19697,1.19765,28264
2022.07.18,20:00,1.19765,1.19804,1.19460,1.19513,16187
2022.07.19,00:00,1.19489,1.19582,1.19329,1.19347,10674
2022.07.19,04:00,1.19346,1.19566,1.19243,1.19456,12615
2022.07.19,08:00,1.19457,1.20243,1.19435,1.20212,29309
2022.07.19,12:00,1.20212,1.20400,1.19999,1.20116,30173
2022.07.19,16:00,1.20110,1.20456,1.20048,1.20076,31491
2022.07.19,20:00,1.20078,1.20105,1.19856,1.19929,13226
2022.07.20,00:00,1.19931,1.20180,1.19877,1.20154,11845
2022.07.20,04:00,1.20155,1.20370,1.20092,1.20293,14192
2022.07.20,08:00,1.20293,1.20349,1.19886,1.20046,24551
2022.07.20,12:00,1.20047,1.20325,1.19553,1.19836,32217
2022.07.20,16:00,1.19831,1.20065,1.19600,1.19719,33873
2022.07.20,20:00,1.19716,1.19807,1.19534,1.19743,18441
2022.07.21,00:00,1.19706,1.19808,1.19626,1.19666,8385
2022.07.21,04:00,1.19666,1.20002,1.19626,1.19984,17631
2022.07.21,08:00,1.19984,1.20037,1.19205,1.19392,27312
2022.07.21,12:00,1.19392,1.19930,1.19133,1.19851,37395
2022.07.21,16:00,1.19844,1.19919,1.18897,1.19512,49100
2022.07.21,20:00,1.19513,1.20041,1.19508,1.19938,18208
2022.07.22,00:00,1.19902,1.20027,1.19570,1.19863,12767
2022.07.22,04:00,1.19863,1.19904,1.19555,1.19563,21002
2022.07.22,08:00,1.19563,1.19895,1.19160,1.19555,30536
2022.07.22,12:00,1.19555,1.19763,1.19268,1.19587,34802
2022.07.22,16:00,1.19586,1.20638,1.19520,1.20221,40270
2022.07.22,20:00,1.20222,1.20245,1.19707,1.20048,18178
2022.07.25,00:00,1.19799,1.20090,1.19600,1.19626,5983
2022.07.25,04:00,1.19626,1.19957,1.19611,1.19823,16302
2022.07.25,08:00,1.19823,1.20297,1.19628,1.20275,25639
2022.07.25,12:00,1.20274,1.20826,1.20224,1.20703,29268
2022.07.25,16:00,1.20704,1.20869,1.20249,1.20511,30317
2022.07.25,20:00,1.20511,1.20596,1.20427,1.20428,11823
2022.07.26,00:00,1.20398,1.20630,1.20323,1.20596,11282
2022.07.26,04:00,1.20591,1.20900,1.20575,1.20627,9536
2022.07.26,08:00,1.20628,1.20707,1.20305,1.20339,22377
2022.07.26,12:00,1.20339,1.20348,1.19637,1.20028,29057
2022.07.26,16:00,1.20027,1.20540,1.19892,1.20250,31603
2022.07.26,20:00,1.20250,1.20418,1.20205,1.20284,13916
2022.07.27,00:00,1.20256,1.20531,1.20113,1.20440,10607
2022.07.27,04:00,1.20439,1.20594,1.20367,1.20590,13725
2022.07.27,08:00,1.20590,1.20743,1.20360,1.20599,25187
